city,time,latitude,longitude,timezone,elevation,temperature_2m,relative_humidity_2m,precipitation,wind_speed_10m,weather_code
Port Said,2026-07-05 01:00:00,31.1875,32.3125,Africa/Cairo,3.0,26.3,80,0.0,11.8,2
Port Said,2026-07-05 02:00:00,31.1875,32.3125,Africa/Cairo,3.0,25.9,83,0.0,10.4,2
Port Said,2026-07-05 03:00:00,31.1875,32.3125,Africa/Cairo,3.0,25.5,85,0.0,9.9,2
Port Said,2026-07-05 04:00:00,31.1875,32.3125,Africa/Cairo,3.0,24.9,88,0.0,10.2,2
Port Said,2026-07-05 05:00:00,31.1875,32.3125,Africa/Cairo,3.0,24.4,91,0.0,11.0,2
Port Said,2026-07-05 06:00:00,31.1875,32.3125,Africa/Cairo,3.0,24.2,92,0.0,11.8,2
Port Said,2026-07-05 07:00:00,31.1875,32.3125,Africa/Cairo,3.0,24.6,89,0.0,12.8,1
Port Said,2026-07-05 08:00:00,31.1875,32.3125,Africa/Cairo,3.0,25.3,84,0.0,13.6,1
Port Said,2026-07-05 09:00:00,31.1875,32.3125,Africa/Cairo,3.0,26.4,77,0.0,14.0,1
Port Said,2026-07-05 10:00:00,31.1875,32.3125,Africa/Cairo,3.0,28.4,67,0.0,13.4,1
Port Said,2026-07-05 11:00:00,31.1875,32.3125,Africa/Cairo,3.0,30.9,56,0.0,11.9,1
Port Said,2026-07-05 12:00:00,31.1875,32.3125,Africa/Cairo,3.0,32.5,49,0.0,11.0,1
Port Said,2026-07-05 13:00:00,31.1875,32.3125,Africa/Cairo,3.0,32.6,49,0.0,12.0,0
Port Said,2026-07-05 14:00:00,31.1875,32.3125,Africa/Cairo,3.0,31.9,53,0.0,16.1,0
Port Said,2026-07-05 15:00:00,31.1875,32.3125,Africa/Cairo,3.0,31.1,58,0.0,20.1,0
Port Said,2026-07-05 16:00:00,31.1875,32.3125,Africa/Cairo,3.0,30.4,62,0.0,22.3,1
Port Said,2026-07-05 17:00:00,31.1875,32.3125,Africa/Cairo,3.0,29.7,67,0.0,23.1,1
Port Said,2026-07-05 18:00:00,31.1875,32.3125,Africa/Cairo,3.0,29.0,71,0.0,22.4,1
Port Said,2026-07-05 19:00:00,31.1875,32.3125,Africa/Cairo,3.0,28.5,73,0.0,20.5,2
Port Said,2026-07-05 20:00:00,31.1875,32.3125,Africa/Cairo,3.0,28.1,74,0.0,17.2,2
Port Said,2026-07-05 21:00:00,31.1875,32.3125,Africa/Cairo,3.0,27.8,75,0.0,14.8,2
Port Said,2026-07-05 22:00:00,31.1875,32.3125,Africa/Cairo,3.0,27.5,76,0.0,12.6,2
Port Said,2026-07-05 23:00:00,31.1875,32.3125,Africa/Cairo,3.0,27.2,76,0.0,10.8,2
Port Said,2026-07-06 00:00:00,31.1875,32.3125,Africa/Cairo,3.0,26.9,77,0.0,9.7,2
Port Said,2026-07-06 01:00:00,31.1875,32.3125,Africa/Cairo,3.0,26.6,78,0.0,9.8,1
Port Said,2026-07-06 02:00:00,31.1875,32.3125,Africa/Cairo,3.0,26.2,78,0.0,10.1,1
Port Said,2026-07-06 03:00:00,31.1875,32.3125,Africa/Cairo,3.0,25.9,79,0.0,10.5,1
Port Said,2026-07-06 04:00:00,31.1875,32.3125,Africa/Cairo,3.0,25.4,81,0.0,10.4,1
Port Said,2026-07-06 05:00:00,31.1875,32.3125,Africa/Cairo,3.0,24.9,83,0.0,10.2,1
Port Said,2026-07-06 06:00:00,31.1875,32.3125,Africa/Cairo,3.0,24.7,83,0.0,10.5,1
Port Said,2026-07-06 07:00:00,31.1875,32.3125,Africa/Cairo,3.0,25.3,80,0.0,12.5,2
Port Said,2026-07-06 08:00:00,31.1875,32.3125,Africa/Cairo,3.0,26.2,75,0.0,14.8,2
Port Said,2026-07-06 09:00:00,31.1875,32.3125,Africa/Cairo,3.0,26.9,72,0.0,16.6,2
Port Said,2026-07-06 10:00:00,31.1875,32.3125,Africa/Cairo,3.0,28.0,63,0.0,16.9,2
Port Said,2026-07-06 11:00:00,31.1875,32.3125,Africa/Cairo,3.0,29.7,57,0.0,16.1,2
Port Said,2026-07-06 12:00:00,31.1875,32.3125,Africa/Cairo,3.0,31.0,52,0.0,14.8,2
Port Said,2026-07-06 13:00:00,31.1875,32.3125,Africa/Cairo,3.0,32.0,50,0.0,13.7,2
Port Said,2026-07-06 14:00:00,31.1875,32.3125,Africa/Cairo,3.0,32.7,49,0.0,15.7,2
Port Said,2026-07-06 15:00:00,31.1875,32.3125,Africa/Cairo,3.0,32.9,50,0.0,20.0,2
Port Said,2026-07-06 16:00:00,31.1875,32.3125,Africa/Cairo,3.0,32.1,54,0.0,22.7,1
Port Said,2026-07-06 17:00:00,31.1875,32.3125,Africa/Cairo,3.0,30.8,60,0.0,24.6,1
Port Said,2026-07-06 18:00:00,31.1875,32.3125,Africa/Cairo,3.0,29.6,65,0.0,25.2,1
Port Said,2026-07-06 19:00:00,31.1875,32.3125,Africa/Cairo,3.0,28.7,68,0.0,24.1,1
Port Said,2026-07-06 20:00:00,31.1875,32.3125,Africa/Cairo,3.0,28.1,69,0.0,21.7,1
Port Said,2026-07-06 21:00:00,31.1875,32.3125,Africa/Cairo,3.0,27.5,71,0.0,19.6,1
Port Said,2026-07-06 22:00:00,31.1875,32.3125,Africa/Cairo,3.0,27.0,73,0.0,17.4,2
Port Said,2026-07-06 23:00:00,31.1875,32.3125,Africa/Cairo,3.0,26.7,74,0.0,15.4,2
Port Said,2026-07-07 00:00:00,31.1875,32.3125,Africa/Cairo,3.0,26.4,76,0.0,13.5,2
Port Said,2026-07-07 01:00:00,31.1875,32.3125,Africa/Cairo,3.0,26.1,77,0.0,12.9,2
Port Said,2026-07-07 02:00:00,31.1875,32.3125,Africa/Cairo,3.0,25.8,79,0.0,12.4,2
Port Said,2026-07-07 03:00:00,31.1875,32.3125,Africa/Cairo,3.0,25.5,80,0.0,12.3,2
Port Said,2026-07-07 04:00:00,31.1875,32.3125,Africa/Cairo,3.0,25.0,81,0.0,12.6,2
Port Said,2026-07-07 05:00:00,31.1875,32.3125,Africa/Cairo,3.0,24.6,82,0.0,12.8,2
Port Said,2026-07-07 06:00:00,31.1875,32.3125,Africa/Cairo,3.0,24.4,82,0.0,13.4,2
Port Said,2026-07-07 07:00:00,31.1875,32.3125,Africa/Cairo,3.0,24.6,79,0.0,13.7,1
Port Said,2026-07-07 08:00:00,31.1875,32.3125,Africa/Cairo,3.0,25.1,75,0.0,13.5,1
Port Said,2026-07-07 09:00:00,31.1875,32.3125,Africa/Cairo,3.0,25.9,70,0.0,13.4,1
Port Said,2026-07-07 10:00:00,31.1875,32.3125,Africa/Cairo,3.0,27.2,64,0.0,13.0,1
Port Said,2026-07-07 11:00:00,31.1875,32.3125,Africa/Cairo,3.0,28.8,58,0.0,12.3,1
Port Said,2026-07-07 12:00:00,31.1875,32.3125,Africa/Cairo,3.0,30.1,54,0.0,11.7,1
Port Said,2026-07-07 13:00:00,31.1875,32.3125,Africa/Cairo,3.0,30.8,53,0.0,12.2,1
Port Said,2026-07-07 14:00:00,31.1875,32.3125,Africa/Cairo,3.0,31.3,53,0.0,16.2,1
Port Said,2026-07-07 15:00:00,31.1875,32.3125,Africa/Cairo,3.0,31.4,54,0.0,20.3,1
Port Said,2026-07-07 16:00:00,31.1875,32.3125,Africa/Cairo,3.0,31.0,55,0.0,23.0,0
Port Said,2026-07-07 17:00:00,31.1875,32.3125,Africa/Cairo,3.0,30.2,56,0.0,25.0,0
Port Said,2026-07-07 18:00:00,31.1875,32.3125,Africa/Cairo,3.0,29.4,58,0.0,26.0,0
Port Said,2026-07-07 19:00:00,31.1875,32.3125,Africa/Cairo,3.0,28.7,60,0.0,25.1,0
Port Said,2026-07-07 20:00:00,31.1875,32.3125,Africa/Cairo,3.0,27.9,62,0.0,22.7,0
Port Said,2026-07-07 21:00:00,31.1875,32.3125,Africa/Cairo,3.0,27.3,65,0.0,20.5,0
Port Said,2026-07-07 22:00:00,31.1875,32.3125,Africa/Cairo,3.0,26.8,68,0.0,18.8,2
Port Said,2026-07-07 23:00:00,31.1875,32.3125,Africa/Cairo,3.0,26.3,72,0.0,17.4,2
